"","gene_name","LipidProbe","logFC","pvalue","hit_annotation"
"1349","SCARB1","PA",0.2631376,0.4145667,"no hit"
"1350","SCARB1","PE",0.2606525,0.4189073,"no hit"
"1351","SCRIB","PA",0.2345346,0.4172461,"no hit"
"1352","SCRIB","PE",0.2165163,0.4533172,"no hit"
"1353","RPL21","PA",-0.7406006,0.4179388,"no hit"
"1354","RPL21","PE",-1.0599002,0.2507942,"no hit"
"1355","FLNB","PA",0.3995931,0.4183074,"no hit"
"1356","FLNB","PE",0.6712528,0.1809192,"no hit"
"1357","RPLP2","PA",-0.5543999,0.418528,"no hit"
"1358","RPLP2","PE",-1.1430867,0.1048435,"no hit"
"1359","RCC2","PA",-0.6522001,0.4198138,"no hit"
"1360","RCC2","PE",-0.9090149,0.2648305,"no hit"
"1361","FLNA","PA",0.7026479,0.4200562,"no hit"
"1362","FLNA","PE",0.8370706,0.3385726,"no hit"
"1363","RPL27","PA",-0.7488666,0.4204064,"no hit"
"1364","RPL27","PE",-0.9817767,0.2939087,"no hit"
"1365","ENG","PA",0.2534421,0.420543,"no hit"
"1366","ENG","PE",0.2120423,0.4992127,"no hit"
"1367","RANGAP1","PA",0.2681333,0.42095,"no hit"
"1368","RANGAP1","PE",0.1640025,0.6205792,"no hit"
"1369","RPL17|RPL17-C18orf32","PA",-0.728041,0.421152,"no hit"
"1370","RPL17|RPL17-C18orf32","PE",-0.9930729,0.2761759,"no hit"
"1371","RPS4X","PA",-0.6505533,0.421175,"no hit"
"1372","RPS4X","PE",-0.9780111,0.2317113,"no hit"
"1373","SQSTM1","PA",0.5265306,0.4211832,"no hit"
"1374","SQSTM1","PE",0.5998086,0.3607753,"no hit"
"1375","RPS6","PA",-0.712925,0.4213852,"no hit"
"1376","RPS6","PE",-1.1310338,0.2081219,"no hit"
"1377","CD151","PA",0.368259,0.4234917,"no hit"
"1378","CD151","PE",0.1048861,0.8182084,"no hit"
"1379","RPL3","PA",-0.6693002,0.4244043,"no hit"
"1380","RPL3","PE",-0.950559,0.2608037,"no hit"
"1381","GAA","PA",-0.2220331,0.4247618,"no hit"
"1382","GAA","PE",-0.0226581,0.9345054,"no hit"
"1383","STX7","PA",-0.2426743,0.4253528,"no hit"
"1384","STX7","PE",-0.3327488,0.2780365,"no hit"
"1385","VAPB","PA",0.2270465,0.4278509,"no hit"
"1386","VAPB","PE",0.4803762,0.1031251,"no hit"
"1387","RPS23","PA",-0.6949735,0.428529,"no hit"
"1388","RPS23","PE",-1.2703006,0.1559076,"no hit"
"1389","TBL2","PA",0.6729672,0.4288388,"no hit"
"1390","TBL2","PE",1.0830149,0.2090324,"no hit"
"1391","PSMB6","PA",-0.3647889,0.4317972,"no hit"
"1392","PSMB6","PE",-0.5897653,0.2098741,"no hit"
"1393","RPL4","PA",-0.7205831,0.4330908,"no hit"
"1394","RPL4","PE",-1.0077362,0.2767951,"no hit"
"1395","ATP6AP1","PA",0.3615237,0.4346768,"no hit"
"1396","ATP6AP1","PE",0.481467,0.3012787,"no hit"
"1397","GOLPH3","PA",-0.2477797,0.4351813,"no hit"
"1398","GOLPH3","PE",-0.2444842,0.4412116,"no hit"
"1399","RPS5","PA",-0.6805561,0.4360541,"no hit"
"1400","RPS5","PE",-1.0576074,0.23155,"no hit"
"1401","ACLY","PA",-0.5805583,0.4379443,"no hit"
"1402","ACLY","PE",-0.763973,0.3103029,"no hit"
"1403","VAT1","PA",-0.2925052,0.4435068,"no hit"
"1404","VAT1","PE",-0.3899011,0.3100714,"no hit"
"1405","DPM3","PA",0.3892319,0.4447278,"no hit"
"1406","DPM3","PE",0.5039774,0.325027,"no hit"
"1407","HNRNPL","PA",-0.4353905,0.4456955,"no hit"
"1408","HNRNPL","PE",-0.1985422,0.7263335,"no hit"
"1409","ARF3|ARF1","PA",-0.2104515,0.451167,"no hit"
"1410","ARF3|ARF1","PE",-0.2488867,0.3743768,"no hit"
"1411","RPL23","PA",-0.7737745,0.4528072,"no hit"
"1412","RPL23","PE",-1.2370109,0.2356275,"no hit"
"1413","RPS16","PA",-0.6640048,0.4546834,"no hit"
"1414","RPS16","PE",-1.133948,0.2082472,"no hit"
"1415","RPS27A","PA",-0.6527722,0.4574746,"no hit"
"1416","RPS27A","PE",-1.1415464,0.2006963,"no hit"
"1417","RPL30","PA",-0.6703706,0.4574993,"no hit"
"1418","RPL30","PE",-1.0763097,0.2384601,"no hit"
"1419","RPS19","PA",-0.615755,0.4576796,"no hit"
"1420","RPS19","PE",-1.3013651,0.1259548,"no hit"
"1421","TMED10","PA",-0.3098274,0.4577882,"no hit"
"1422","TMED10","PE",-0.4499838,0.2848884,"no hit"
"1423","CYFIP1","PA",0.6069145,0.4592128,"no hit"
"1424","CYFIP1","PE",0.6194631,0.4501244,"no hit"
"1425","RHOB","PA",0.2059062,0.4599029,"no hit"
"1426","RHOB","PE",0.0250409,0.927847,"no hit"
"1427","RPL6","PA",-0.6616957,0.4600713,"no hit"
"1428","RPL6","PE",-1.0933862,0.2281481,"no hit"
"1429","RPL27A","PA",-0.6422145,0.4613297,"no hit"
"1430","RPL27A","PE",-1.0844665,0.219772,"no hit"
"1431","HNRNPK","PA",-0.3659242,0.4638106,"no hit"
"1432","HNRNPK","PE",-0.6599319,0.1936588,"no hit"
"1433","RPL10","PA",-0.7253314,0.4657692,"no hit"
"1434","RPL10","PE",-1.1898856,0.2372063,"no hit"
"1435","EIF2S3","PA",-0.5852716,0.4664822,"no hit"
"1436","EIF2S3","PE",-1.0671759,0.1915754,"no hit"
"1437","CASC4","PA",-0.2819521,0.4665198,"no hit"
"1438","CASC4","PE",-0.4943941,0.2084111,"no hit"
"1439","MARS","PA",0.285445,0.4684803,"no hit"
"1440","MARS","PE",0.3787247,0.3387717,"no hit"
"1441","RTN3","PA",-0.3459618,0.469228,"no hit"
"1442","RTN3","PE",-0.3808997,0.426264,"no hit"
"1443","TNFRSF10A","PA",0.1756454,0.4695083,"no hit"
"1444","TNFRSF10A","PE",-0.1066146,0.6591751,"no hit"
"1445","RPL35A","PA",-0.7198064,0.4697412,"no hit"
"1446","RPL35A","PE",-1.0699368,0.2867419,"no hit"
"1447","RPS15A","PA",-0.5864656,0.4719482,"no hit"
"1448","RPS15A","PE",-0.8310171,0.3115354,"no hit"
"1449","RPS26","PA",-0.7209519,0.4730815,"no hit"
"1450","RPS26","PE",-1.3299764,0.1930296,"no hit"
"1451","XRCC6","PA",-0.4768411,0.474042,"no hit"
"1452","XRCC6","PE",-0.6544365,0.3288321,"no hit"
"1453","RTN4","PA",-0.3502438,0.4781009,"no hit"
"1454","RTN4","PE",-0.9253006,0.0715115,"no hit"
"1455","PSMA1","PA",-0.1557183,0.480169,"no hit"
"1456","PSMA1","PE",-0.2073236,0.3497639,"no hit"
"1457","PSEN1","PA",0.2247999,0.4807261,"no hit"
"1458","PSEN1","PE",0.0490752,0.8768522,"no hit"
"1459","HNRNPC","PA",-0.5231644,0.4828231,"no hit"
"1460","HNRNPC","PE",-0.2451348,0.74095,"no hit"
"1461","ITGAV","PA",0.2860721,0.483211,"no hit"
"1462","ITGAV","PE",0.2204525,0.5879407,"no hit"
"1463","SLC29A1","PA",0.3318377,0.4856465,"no hit"
"1464","SLC29A1","PE",0.067147,0.8870697,"no hit"
"1465","CLUH","PA",-0.3909244,0.4858443,"no hit"
"1466","CLUH","PE",-1.0259678,0.0780417,"no hit"
"1467","LAMTOR2","PA",-0.3259802,0.486554,"no hit"
"1468","LAMTOR2","PE",0.0370592,0.936528,"no hit"
"1469","RPSA","PA",-0.3792508,0.4889121,"no hit"
"1470","RPSA","PE",-1.0851253,0.058195,"no hit"
"1471","LPCAT3","PA",0.2804523,0.4895819,"no hit"
"1472","LPCAT3","PE",0.4758574,0.2467825,"no hit"
"1473","RPL9","PA",-0.6884048,0.4906998,"no hit"
"1474","RPL9","PE",-1.1384194,0.2597373,"no hit"
"1475","RAB21","PA",0.1589412,0.4951388,"no hit"
"1476","RAB21","PE",0.3823176,0.111094,"no hit"
"1477","RAB5A","PA",0.1992319,0.4966859,"no hit"
"1478","RAB5A","PE",0.4798704,0.1118641,"no hit"
"1479","RPL12","PA",-0.5505902,0.4974307,"no hit"
"1480","RPL12","PE",-0.8483631,0.2999692,"no hit"
"1481","FERMT2","PA",0.372671,0.4990936,"no hit"
"1482","FERMT2","PE",0.2277756,0.6783076,"no hit"
"1483","PVR","PA",0.3589297,0.4998772,"no hit"
"1484","PVR","PE",0.3156166,0.5524322,"no hit"
"1485","BAIAP2L1","PA",0.3747394,0.5004852,"no hit"
"1486","BAIAP2L1","PE",0.1782274,0.7474485,"no hit"
"1487","UPF1","PA",-0.5501691,0.5025846,"no hit"
"1488","UPF1","PE",-0.873153,0.2918223,"no hit"
"1489","ANTXR1","PA",0.1650726,0.502814,"no hit"
"1490","ANTXR1","PE",-0.1052309,0.6681052,"no hit"
"1491","HRAS","PA",0.2489713,0.5035072,"no hit"
"1492","HRAS","PE",-0.0020219,0.995638,"no hit"
"1493","RPL32","PA",-0.6227703,0.5037478,"no hit"
"1494","RPL32","PE",-0.8883385,0.3432933,"no hit"
"1495","CCT7","PA",0.5706808,0.5061346,"no hit"
"1496","CCT7","PE",0.4732419,0.5806681,"no hit"
"1497","C14orf166","PA",-0.3182618,0.5064785,"no hit"
"1498","C14orf166","PE",-0.7046305,0.1506105,"no hit"
"1499","LYPLA1","PA",-0.225649,0.5092508,"no hit"
"1500","LYPLA1","PE",-0.1602324,0.6382971,"no hit"
"1501","PCYOX1","PA",0.2782876,0.5101205,"no hit"
"1502","PCYOX1","PE",0.4072001,0.3384499,"no hit"
"1503","RPL37A","PA",-0.6954517,0.5127835,"no hit"
"1504","RPL37A","PE",-1.0447554,0.3290567,"no hit"
"1505","RAB27A","PA",0.3211234,0.5132547,"no hit"
"1506","RAB27A","PE",0.4518342,0.360396,"no hit"
"1507","BCAP31","PA",0.2063963,0.5154459,"no hit"
"1508","BCAP31","PE",0.3408285,0.2876308,"no hit"
"1509","TMED7-TICAM2|TICAM2|TMED7","PA",-0.3779983,0.5154567,"no hit"
"1510","TMED7-TICAM2|TICAM2|TMED7","PE",-0.1717446,0.7665532,"no hit"
"1511","ELAVL1","PA",-0.3535949,0.517521,"no hit"
"1512","ELAVL1","PE",-0.3485923,0.5233957,"no hit"
"1513","DAGLB","PA",-0.2105249,0.5185555,"no hit"
"1514","DAGLB","PE",-0.1672868,0.6071934,"no hit"
"1515","EIF3A","PA",-0.6053218,0.5249494,"no hit"
"1516","EIF3A","PE",-1.0504894,0.2752273,"no hit"
"1517","DERL2","PA",0.2379586,0.5267406,"no hit"
"1518","DERL2","PE",0.4816663,0.2076798,"no hit"
"1519","SLC38A2","PA",-0.249192,0.5286826,"no hit"
"1520","SLC38A2","PE",-0.4364245,0.2752243,"no hit"
"1521","RPL31","PA",-0.6298237,0.5323827,"no hit"
"1522","RPL31","PE",-1.0987274,0.2812822,"no hit"
"1523","RPL18","PA",-0.6172557,0.5330238,"no hit"
"1524","RPL18","PE",-0.9497302,0.3409919,"no hit"
"1525","SLC35F6","PA",-0.3537498,0.5388883,"no hit"
"1526","SLC35F6","PE",-0.2156407,0.7070423,"no hit"
"1527","EIF2S1","PA",-0.443592,0.5423632,"no hit"
"1528","EIF2S1","PE",-0.9023143,0.2225104,"no hit"
"1529","VPS35","PA",-0.3582235,0.5447318,"no hit"
"1530","VPS35","PE",-0.3605282,0.5421733,"no hit"
"1531","SNAP23","PA",0.2137274,0.5496468,"no hit"
"1532","SNAP23","PE",-0.0457802,0.8975413,"no hit"
"1533","CCT2","PA",0.4682346,0.5502757,"no hit"
"1534","CCT2","PE",0.3322103,0.6709352,"no hit"
"1535","ATP6V0A1","PA",0.133767,0.550355,"no hit"
"1536","ATP6V0A1","PE",0.2310992,0.3068558,"no hit"
"1537","ATL3","PA",0.1245788,0.5551268,"no hit"
"1538","ATL3","PE",0.3934117,0.0735579,"no hit"
"1539","IGF2BP1","PA",-0.4315657,0.556047,"no hit"
"1540","IGF2BP1","PE",-1.0102529,0.1771116,"no hit"
"1541","EIF3D","PA",-0.4998896,0.5578465,"no hit"
"1542","EIF3D","PE",-0.8500947,0.3232649,"no hit"
"1543","GGH","PA",-0.1890147,0.558422,"no hit"
"1544","GGH","PE",0.0564856,0.8605734,"no hit"
"1545","ERO1A","PA",0.335498,0.560738,"no hit"
"1546","ERO1A","PE",0.4630809,0.4239533,"no hit"
"1547","UBL3","PA",0.2265038,0.5615101,"no hit"
"1548","UBL3","PE",0.3035245,0.4382518,"no hit"
"1549","TMED2","PA",-0.2907201,0.5640917,"no hit"
"1550","TMED2","PE",-0.3564787,0.4804389,"no hit"
"1551","LMAN2","PA",-0.2106224,0.5645599,"no hit"
"1552","LMAN2","PE",-0.184572,0.6132973,"no hit"
"1553","DDX1","PA",-0.4124819,0.5669151,"no hit"
"1554","DDX1","PE",-0.7219445,0.3207356,"no hit"
"1555","RAB6A","PA",-0.1664209,0.5672999,"no hit"
"1556","RAB6A","PE",-0.01696,0.9533015,"no hit"
"1557","SIGMAR1","PA",0.2962249,0.5673811,"no hit"
"1558","SIGMAR1","PE",0.4722193,0.3652529,"no hit"
"1559","FUBP3","PA",-0.4103971,0.5684371,"no hit"
"1560","FUBP3","PE",-0.8228288,0.2591701,"no hit"
"1561","IMPDH2","PA",0.2808336,0.5700142,"no hit"
"1562","IMPDH2","PE",0.3462835,0.4846863,"no hit"
"1563","HNRNPH1","PA",-0.3395556,0.5706895,"no hit"
"1564","HNRNPH1","PE",-0.2258633,0.705339,"no hit"
"1565","RAB2A","PA",-0.2076822,0.5709976,"no hit"
"1566","RAB2A","PE",-0.1124195,0.7583336,"no hit"
"1567","ILF3","PA",-0.308851,0.5719814,"no hit"
"1568","ILF3","PE",-0.106283,0.8452011,"no hit"
"1569","ERGIC3","PA",-0.2366223,0.5732864,"no hit"
"1570","ERGIC3","PE",-0.3786691,0.3706778,"no hit"
"1571","TSPAN3","PA",-0.1988471,0.5750057,"no hit"
"1572","TSPAN3","PE",-0.3616053,0.3127074,"no hit"
"1573","CTSC","PA",-0.1696138,0.5753976,"no hit"
"1574","CTSC","PE",0.0799476,0.791074,"no hit"
"1575","ECE1","PA",0.2436509,0.5767782,"no hit"
"1576","ECE1","PE",0.331679,0.4490837,"no hit"
"1577","RAB10","PA",0.1196336,0.5799264,"no hit"
"1578","RAB10","PE",0.0514575,0.8111795,"no hit"
"1579","SLC1A4","PA",0.1957858,0.5804725,"no hit"
"1580","SLC1A4","PE",0.2219732,0.5314052,"no hit"
"1581","DAD1","PA",0.3187158,0.5823772,"no hit"
"1582","DAD1","PE",0.6055691,0.3013035,"no hit"
"1583","ERAP1","PA",0.236497,0.5824052,"no hit"
"1584","ERAP1","PE",0.6005637,0.1719888,"no hit"
"1585","ERGIC1","PA",-0.1197406,0.5872175,"no hit"
"1586","ERGIC1","PE",0.0770924,0.7260678,"no hit"
"1587","MVP","PA",-0.3002642,0.5889087,"no hit"
"1588","MVP","PE",-0.2576867,0.6424437,"no hit"
"1589","ITGB5","PA",0.1654753,0.5889623,"no hit"
"1590","ITGB5","PE",0.0670563,0.8260941,"no hit"
"1591","FEN1","PA",-0.355763,0.593327,"no hit"
"1592","FEN1","PE",-0.559013,0.4041246,"no hit"
"1593","ABCE1","PA",-0.4342123,0.5938391,"no hit"
"1594","ABCE1","PE",-0.571933,0.4836823,"no hit"
"1595","RARS","PA",0.2529848,0.5947519,"no hit"
"1596","RARS","PE",0.4231013,0.3769824,"no hit"
"1597","EIF3L","PA",-0.4397572,0.5954088,"no hit"
"1598","EIF3L","PE",-0.865914,0.3011011,"no hit"
"1599","RECQL","PA",-0.3839392,0.5962141,"no hit"
"1600","RECQL","PE",-0.8720744,0.236178,"no hit"
"1601","ADAM15","PA",0.1665389,0.6013394,"no hit"
"1602","ADAM15","PE",0.4820007,0.140979,"no hit"
"1603","TMED4","PA",-0.2026178,0.6029584,"no hit"
"1604","TMED4","PE",-0.1669862,0.6677787,"no hit"
"1605","RACK1","PA",-0.3163594,0.6055898,"no hit"
"1606","RACK1","PE",-0.8285872,0.1853885,"no hit"
"1607","HNRNPM","PA",-0.2284365,0.6104499,"no hit"
"1608","HNRNPM","PE",-0.1313169,0.7690945,"no hit"
"1609","VAMP8","PA",0.2013502,0.6123575,"no hit"
"1610","VAMP8","PE",-0.201922,0.6113554,"no hit"
"1611","EIF3B","PA",-0.3456909,0.6132557,"no hit"
"1612","EIF3B","PE",-0.6229093,0.3662121,"no hit"
"1613","MOV10","PA",-0.2701311,0.6144185,"no hit"
"1614","MOV10","PE",-0.660373,0.2260206,"no hit"
"1615","ATP6V0D1","PA",0.1265341,0.6150837,"no hit"
"1616","ATP6V0D1","PE",0.0733311,0.7702152,"no hit"
"1617","VAMP7","PA",-0.1345636,0.6183823,"no hit"
"1618","VAMP7","PE",-0.0231325,0.9315266,"no hit"
"1619","TMED1","PA",-0.2071635,0.6201655,"no hit"
"1620","TMED1","PE",-0.1182927,0.7766722,"no hit"
"1621","SLC38A7","PA",-0.1965712,0.6209824,"no hit"
"1622","SLC38A7","PE",0.1262036,0.7504144,"no hit"
"1623","NEU1","PA",0.1858993,0.623637,"no hit"
"1624","NEU1","PE",0.4126054,0.2822999,"no hit"
"1625","LMNA","PA",-0.3391932,0.6244,"no hit"
"1626","LMNA","PE",-0.1354718,0.8445276,"no hit"
"1627","SPTBN1","PA",0.3289097,0.625174,"no hit"
"1628","SPTBN1","PE",0.8697761,0.2050876,"no hit"
"1629","CTNNA1","PA",0.2857709,0.6273821,"no hit"
"1630","CTNNA1","PE",-0.16918,0.7733563,"no hit"
"1631","EIF3H","PA",-0.3836413,0.636829,"no hit"
"1632","EIF3H","PE",-0.9723089,0.2391415,"no hit"
"1633","HEXB","PA",-0.2378309,0.6387268,"no hit"
"1634","HEXB","PE",-0.126065,0.8030471,"no hit"
"1635","GALNT7","PA",-0.1505094,0.6409552,"no hit"
"1636","GALNT7","PE",0.0871305,0.7867553,"no hit"
"1637","ATP1B3","PA",0.2190781,0.6514213,"no hit"
"1638","ATP1B3","PE",0.110101,0.8200051,"no hit"
"1639","ALDH7A1","PA",0.2236469,0.6521379,"no hit"
"1640","ALDH7A1","PE",0.470968,0.3470851,"no hit"
"1641","EIF3C","PA",-0.2961329,0.6553519,"no hit"
"1642","EIF3C","PE",-0.7628475,0.2574795,"no hit"
"1643","TCP1","PA",0.4514777,0.6560926,"no hit"
"1644","TCP1","PE",0.3813473,0.7065899,"no hit"
"1645","SMC2","PA",-0.2794817,0.6566057,"no hit"
"1646","SMC2","PE",-0.8232297,0.1994572,"no hit"
"1647","HNRNPUL1","PA",-0.1974225,0.6611425,"no hit"
"1648","HNRNPUL1","PE",-0.1817665,0.6864037,"no hit"
"1649","EIF3E","PA",-0.2842945,0.6633951,"no hit"
"1650","EIF3E","PE",-0.7451165,0.2611863,"no hit"
"1651","CCT5","PA",0.4482578,0.6650111,"no hit"
"1652","CCT5","PE",0.252631,0.8068653,"no hit"
"1653","MYOF","PA",0.1932061,0.6668746,"no hit"
"1654","MYOF","PE",0.1651339,0.7127568,"no hit"
"1655","SLC7A6","PA",0.1513299,0.6678963,"no hit"
"1656","SLC7A6","PE",-0.0722096,0.8374706,"no hit"
"1657","SLC7A5","PA",0.1709859,0.6695683,"no hit"
"1658","SLC7A5","PE",-0.1663057,0.6780564,"no hit"
"1659","HNRNPR","PA",-0.1750734,0.6715339,"no hit"
"1660","HNRNPR","PE",-0.1816969,0.6599363,"no hit"
"1661","RAB3D","PA",0.1302096,0.6736617,"no hit"
"1662","RAB3D","PE",0.2047058,0.509463,"no hit"
"1663","CSTB","PA",-0.1945916,0.6736634,"no hit"
"1664","CSTB","PE",-0.4572256,0.3277294,"no hit"
"1665","DDB1","PA",0.1141053,0.6738516,"no hit"
"1666","DDB1","PE",0.2921831,0.2876371,"no hit"
"1667","TMEM109","PA",0.2182279,0.6739565,"no hit"
"1668","TMEM109","PE",0.2585744,0.6184753,"no hit"
"1669","MPDU1|HBEBP2BPA","PA",0.2067031,0.6740426,"no hit"
"1670","MPDU1|HBEBP2BPA","PE",0.2904126,0.5555073,"no hit"
"1671","PKN2","PA",0.269596,0.6749463,"no hit"
"1672","PKN2","PE",0.3285979,0.6096717,"no hit"
"1673","VCP","PA",0.2506833,0.6751043,"no hit"
"1674","VCP","PE",0.5938006,0.3261464,"no hit"
"1675","EPHX1","PA",0.1923847,0.6782723,"no hit"
"1676","EPHX1","PE",0.4878827,0.2989744,"no hit"
"1677","POFUT1","PA",0.1123747,0.6804018,"no hit"
"1678","POFUT1","PE",0.5126925,0.0720001,"no hit"
"1679","RPS21","PA",-0.1579725,0.6815525,"no hit"
"1680","RPS21","PE",-0.9200207,0.0256978,"no hit"
"1681","IGF2R","PA",0.1628472,0.681605,"no hit"
"1682","IGF2R","PE",0.1507547,0.703993,"no hit"
"1683","CCT6A","PA",0.4234097,0.683186,"no hit"
"1684","CCT6A","PE",0.3213645,0.7565114,"no hit"
"1685","ALYREF","PA",-0.2216727,0.6838348,"no hit"
"1686","ALYREF","PE",0.055784,0.9181977,"no hit"
"1687","LNPEP","PA",-0.1679683,0.6866621,"no hit"
"1688","LNPEP","PE",-0.1241197,0.7654046,"no hit"
"1689","SEC23IP","PA",-0.3008969,0.6891947,"no hit"
"1690","SEC23IP","PE",-0.8502318,0.2656788,"no hit"
"1691","ABCB6","PA",0.1280243,0.6910477,"no hit"
"1692","ABCB6","PE",0.5408159,0.1049927,"no hit"
"1693","SDCBP","PA",0.1579079,0.6944958,"no hit"
"1694","SDCBP","PE",0.5806899,0.1592729,"no hit"
"1695","HNRNPD","PA",-0.1530716,0.6949514,"no hit"
"1696","HNRNPD","PE",0.0555533,0.8866181,"no hit"
"1697","TMED9","PA",-0.2031202,0.6954228,"no hit"
"1698","TMED9","PE",-0.1722856,0.7396826,"no hit"
"1699","HSP90AB1","PA",-0.1497072,0.7006019,"no hit"
"1700","HSP90AB1","PE",-0.0897142,0.8175263,"no hit"
"1701","DDR1","PA",0.1085571,0.7048318,"no hit"
"1702","DDR1","PE",-0.0233097,0.9350488,"no hit"
"1703","RAB14","PA",-0.1168015,0.7085982,"no hit"
"1704","RAB14","PE",-0.1611457,0.6067444,"no hit"
"1705","TMEM106B","PA",0.1905441,0.7094183,"no hit"
"1706","TMEM106B","PE",0.3989278,0.4382704,"no hit"
"1707","CCT4","PA",0.3877967,0.7116036,"no hit"
"1708","CCT4","PE",0.3081591,0.768767,"no hit"
"1709","SCARB2","PA",0.2273036,0.7119085,"no hit"
"1710","SCARB2","PE",0.4324196,0.4845055,"no hit"
"1711","CCT3","PA",0.3421406,0.7150574,"no hit"
"1712","CCT3","PE",0.2573196,0.7834786,"no hit"
"1713","FASN","PA",-0.1526562,0.7181876,"no hit"
"1714","FASN","PE",-0.2757642,0.5161753,"no hit"
"1715","SCPEP1","PA",-0.1711656,0.72513,"no hit"
"1716","SCPEP1","PE",-0.0589112,0.9035318,"no hit"
"1717","PARP1","PA",0.2223683,0.7261308,"no hit"
"1718","PARP1","PE",0.1464677,0.81736,"no hit"
"1719","HADHB","PA",0.1485002,0.7287938,"no hit"
"1720","HADHB","PE",0.3449166,0.4240061,"no hit"
"1721","RTCB","PA",-0.2222065,0.7288995,"no hit"
"1722","RTCB","PE",-0.5982079,0.3557466,"no hit"
"1723","NSUN2","PA",-0.1779332,0.7301176,"no hit"
"1724","NSUN2","PE",-0.6447477,0.2202538,"no hit"
"1725","CTSA","PA",-0.161462,0.7307816,"no hit"
"1726","CTSA","PE",-0.1374767,0.7694417,"no hit"
"1727","NCS1","PA",0.1121921,0.7311936,"no hit"
"1728","NCS1","PE",0.2713215,0.4097841,"no hit"
"1729","ARL6IP5","PA",0.1643239,0.7320364,"no hit"
"1730","ARL6IP5","PE",0.2463498,0.6084416,"no hit"
"1731","GLA","PA",0.1524022,0.7329649,"no hit"
"1732","GLA","PE",0.3790152,0.4000791,"no hit"
"1733","ALDH9A1","PA",-0.1314803,0.73594,"no hit"
"1734","ALDH9A1","PE",0.2161166,0.5803803,"no hit"
"1735","RAB9A","PA",-0.0811041,0.736542,"no hit"
"1736","RAB9A","PE",0.0540906,0.8223089,"no hit"
"1737","SND1","PA",-0.3123217,0.7411713,"no hit"
"1738","SND1","PE",-0.4387089,0.6431635,"no hit"
"1739","RAB7A","PA",0.0957545,0.7432851,"no hit"
"1740","RAB7A","PE",0.2065882,0.4822033,"no hit"
"1741","AHNAK","PA",0.1050165,0.747424,"no hit"
"1742","AHNAK","PE",0.0956885,0.7691359,"no hit"
"1743","GYS1","PA",-0.1905551,0.7494363,"no hit"
"1744","GYS1","PE",-0.6397497,0.2904905,"no hit"
"1745","TFRC","PA",-0.1011998,0.7522457,"no hit"
"1746","TFRC","PE",0.0034287,0.9914545,"no hit"
"1747","NAGLU","PA",0.0951769,0.7526414,"no hit"
"1748","NAGLU","PE",-0.0308454,0.918546,"no hit"
"1749","ATP6V1A","PA",0.0742893,0.7530904,"no hit"
"1750","ATP6V1A","PE",-0.0399806,0.865436,"no hit"
"1751","ATP2C1","PA",-0.0894692,0.7535843,"no hit"
"1752","ATP2C1","PE",-0.1061876,0.70962,"no hit"
"1753","DDR2","PA",-0.0790369,0.7537581,"no hit"
"1754","DDR2","PE",-0.1574708,0.5336436,"no hit"
"1755","RRBP1","PA",-0.180493,0.7558633,"no hit"
"1756","RRBP1","PE",0.0653534,0.9102602,"no hit"
"1757","TMX1","PA",-0.1233157,0.759488,"no hit"
"1758","TMX1","PE",0.0220703,0.9562475,"no hit"
"1759","PROCR","PA",0.1166713,0.7595767,"no hit"
"1760","PROCR","PE",0.3599981,0.3502955,"no hit"
"1761","SLC38A1","PA",-0.1333432,0.7596577,"no hit"
"1762","SLC38A1","PE",-0.3693581,0.4008171,"no hit"
"1763","EIF3I","PA",-0.1215991,0.7605745,"no hit"
"1764","EIF3I","PE",-0.909898,0.0324603,"no hit"
"1765","PSMB5","PA",-0.0850333,0.761304,"no hit"
"1766","PSMB5","PE",-0.1225236,0.6620449,"no hit"
"1767","PSAP","PA",-0.1355137,0.7637644,"no hit"
"1768","PSAP","PE",-0.0082476,0.985388,"no hit"
"1769","PTBP1","PA",-0.1697549,0.7646098,"no hit"
"1770","PTBP1","PE",-0.6011508,0.2957882,"no hit"
"1771","MYH9","PA",0.1865761,0.7655799,"no hit"
"1772","MYH9","PE",0.2804252,0.6545573,"no hit"
"1773","DNAJA1","PA",-0.2204496,0.7661762,"no hit"
"1774","DNAJA1","PE",-0.5552552,0.456788,"no hit"
"1775","EPRS","PA",-0.1125805,0.7684147,"no hit"
"1776","EPRS","PE",-0.125285,0.7432274,"no hit"
"1777","BANF1","PA",-0.0760968,0.7708271,"no hit"
"1778","BANF1","PE",-0.491748,0.0718836,"no hit"
"1779","PKM","PA",-0.1189707,0.7719871,"no hit"
"1780","PKM","PE",0.1021601,0.8034319,"no hit"
"1781","CD97","PA",0.1270715,0.7727485,"no hit"
"1782","CD97","PE",-0.0022931,0.9958372,"no hit"
"1783","TPP1","PA",-0.1131493,0.7737645,"no hit"
"1784","TPP1","PE",0.120232,0.7600598,"no hit"
"1785","FAM49B","PA",0.1053502,0.7764432,"no hit"
"1786","FAM49B","PE",-0.0407488,0.9124582,"no hit"
"1787","CPA4","PA",0.1315341,0.7779513,"no hit"
"1788","CPA4","PE",0.3069382,0.5125877,"no hit"
"1789","AIMP1","PA",0.0843026,0.7852047,"no hit"
"1790","AIMP1","PE",0.2273129,0.4652897,"no hit"
"1791","TOMM40","PA",0.1558069,0.7962343,"no hit"
"1792","TOMM40","PE",0.3128903,0.6050823,"no hit"
"1793","ATP5L","PA",0.1392492,0.7968649,"no hit"
